# Time (s),Position East of launch (m),Position North of launch (m),Vertical acceleration (m/s²),Lateral acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Air temperature (°C),Air pressure (mbar)
0,0,0,0,0,86.001,0,0,0,35.814,913.9
0.009,0,0,0,0,86.001,0,0,0,35.814,913.9
0.019,4.812e-5,-4.812e-5,49.17,4.083,83.537,0,0,0,35.814,913.9
0.029,3.849e-4,-3.849e-4,107.596,8.167,74.656,0,0,0,35.813,913.9
0.039,0.001,-0.001,166.122,11.616,60.848,0,0,0,35.813,913.9
0.044,0.002,-0.002,195.382,13.662,53.228,0,0,0,35.813,913.9
0.051,0.004,-0.004,191.219,13.371,43.602,0,0,0,35.813,913.9
0.063,0.007,-0.007,184.824,12.924,33.747,0,0,0,35.813,913.9
0.073,0.011,-0.011,188.143,13.156,27.96,0,0,0,35.813,913.9
0.078,0.013,-0.013,189.804,13.272,25.726,0,0,0,35.813,913.9
0.086,0.017,-0.017,186.056,13.01,22.918,0,0,0,35.812,913.9
0.094,0.022,-0.022,181.803,12.713,20.397,0,0,0,35.812,913.9
0.104,0.029,-0.029,184.925,12.931,18.048,0,0,0,35.812,913.9
0.109,0.033,-0.033,186.488,13.041,17.017,0,0,0,35.811,913.9
0.117,0.039,-0.039,183.558,12.836,15.699,0,0,0,35.811,913.9
0.125,0.047,-0.047,180.233,12.603,14.381,0,0,0,35.81,913.9
0.135,0.056,-0.056,180.93,12.652,13.121,0,0,0,35.81,913.9
0.147,0.069,-0.069,181.769,12.711,11.86,0,0,0,35.809,913.9
0.157,0.081,-0.081,181.549,12.695,10.943,0,0,0,35.808,913.9
0.167,0.093,-0.093,181.328,12.68,10.084,0,0,0,35.807,913.9
0.177,0.107,-0.107,181.106,12.664,9.339,0,0,0,35.806,913.9
0.187,0.121,-0.121,180.883,12.649,8.652,0,0,0,35.805,913.8
0.194,0.132,-0.132,180.727,12.638,8.251,0,0,0,35.804,913.8
0.204,0.147,-0.147,181.403,12.685,7.678,0,0,0,35.803,913.8
0.214,0.164,-0.164,182.08,12.732,7.219,0,0,0,35.802,913.8
0.224,0.182,-0.182,182.758,12.78,6.818,0,0,0,35.801,913.8
0.234,0.2,-0.2,183.43,12.915,6.417,0,0,0,35.8,913.8
0.249,0.23,-0.23,184.45,12.969,5.901,0,4.775e-4,-2.769e-8,35.798,913.8
0.272,0.278,-0.278,185.981,13.075,5.214,0,0.001,-6.275e-8,35.794,913.7
0.305,0.359,-0.359,188.28,13.28,4.412,0,0.003,-3.493e-7,35.789,913.7
0.35,0.483,-0.483,191.334,13.59,3.953,0,0.005,-5.901e-7,35.78,913.6
0.4,0.644,-0.644,197.797,14.541,2.922,0,0.008,-1.528e-6,35.769,913.4
0.428,0.746,-0.746,201.43,15.107,2.636,0,0.01,-2.217e-6,35.762,913.4
0.47,0.914,-0.914,203.955,15.889,2.349,0,0.013,-2.478e-6,35.751,913.2
0.52,1.14,-1.14,206.945,17.117,1.948,0,0.017,-4.638e-6,35.735,913.1
0.563,1.358,-1.358,209.497,18.47,1.604,0,0.021,-5.566e-6,35.721,912.9
0.613,1.643,-1.643,211.697,20.334,1.203,0,0.025,-1.189e-5,35.702,912.7
0.663,1.963,-1.964,213.827,22.797,0.573,0,0.028,-3.767e-5,35.682,912.5
0.694,2.182,-2.183,215.105,24.617,0.029,0,0.028,-9.549e-4,35.668,912.3
0.74,2.541,-2.543,216.547,27.106,0.401,0,-0.028,-7.565e-5,35.646,912.1
0.79,2.975,-2.976,218.07,29.741,0.802,0,-0.024,-4.181e-5,35.621,911.8
0.84,3.46,-3.462,219.596,32.111,1.089,0,-0.018,-3.083e-5,35.594,911.5
0.891,4.002,-4.005,221.199,33.768,1.203,0,-0.009,-2.375e-5,35.565,911.2
0.941,4.604,-4.607,222.948,34.294,1.031,0,0.001,-2.532e-5,35.534,910.9
0.988,5.232,-5.235,224.749,33.731,0.745,0,0.01,-2.51e-5,35.503,910.5
1.038,5.95,-5.954,226.064,32.147,0.401,0,0.017,-3.267e-5,35.468,910.1
1.088,6.725,-6.73,227.404,30.021,8.697e-4,0,0.018,-0.006,35.432,909.7
1.138,7.553,-7.559,228.689,27.875,0.286,0,-0.017,6.828e-7,35.393,909.3
1.188,8.431,-8.438,229.853,26.223,0.516,0,-0.009,7.273e-6,35.353,908.8
1.238,9.355,-9.363,230.825,25.762,0.516,0,6.366e-4,7.975e-6,35.31,908.4
1.266,9.892,-9.901,231.27,26.153,0.401,0,0.006,7.039e-6,35.285,908.1
1.308,10.725,-10.736,232.23,27.571,0.229,0,0.013,1.631e-5,35.247,907.7
1.358,11.762,-11.774,233.187,29.989,0.01,0,-0.016,-2.238e-5,35.2,907.2
1.408,12.853,-12.866,233.952,32.725,0.286,0,-0.011,-1.208e-5,35.126,906.4
1.458,14,-14.015,234.768,33.501,0.286,-5.987e-9,-0.001,-1.389e-5,34.99,904.9
1.491,14.79,-14.806,235.277,33.075,0.229,-5.449e-9,0.005,-1.923e-5,34.897,903.9
1.541,16.021,-16.04,234.379,31.481,0.057,-9.492e-9,0.011,-1.693e-5,34.753,902.3
1.581,17.07,-17.091,233.83,29.627,0.057,-9.63e-9,-0.011,7.086e-6,34.631,901
1.631,18.411,-18.435,231.094,27.179,0.229,-8.413e-9,-0.003,4.445e-6,34.476,899.4
1.641,18.685,-18.709,230.512,26.875,0.286,-8.558e-9,-6.366e-4,5.488e-6,34.445,899
1.656,19.1,-19.125,230.053,26.829,0.286,-9.207e-9,0.004,6.334e-6,34.397,898.5
1.679,19.73,-19.756,229.218,27.553,0.172,-8.212e-9,0.009,4.09e-6,34.324,897.7
1.684,19.886,-19.912,229,27.814,0.172,-8.212e-9,0.011,4.99e-6,34.306,897.5
1.692,20.12,-20.147,227.502,28.11,0.115,-8.243e-9,0.012,4.962e-6,34.279,897.3
1.705,20.475,-20.502,225.244,28.569,0.057,-8.217e-9,0.013,-5.758e-6,34.238,896.8
1.716,20.803,-20.831,223.166,28.941,0.021,-8.206e-9,0.014,-3.67e-5,34.2,896.4
1.733,21.3,-21.329,222.065,29.772,0.045,-8.196e-9,-0.013,-3.154e-5,34.143,895.8
1.759,22.058,-22.089,220.48,30.853,0.115,-7.405e-9,-0.011,-1.388e-5,34.056,894.9
1.784,22.822,-22.855,218.973,31.417,0.172,-6.037e-9,-0.006,-1.309e-5,33.969,893.9
1.822,23.995,-24.03,215.322,30.704,0.115,-5.069e-9,0.003,-1.359e-5,33.836,892.5
1.872,25.585,-25.623,210.796,28.412,0.009,-1.034e-8,0.007,7.834e-5,33.656,890.6
1.922,27.225,-27.267,206.264,26.12,0.115,0,-0.004,1.186e-5,33.472,888.6
1.938,27.759,-27.803,204.789,25.548,0.115,0,-0.001,8.637e-6,33.412,887.9
1.962,28.569,-28.615,202.905,25.56,0.115,0,0.004,5.612e-6,33.321,887
1.998,29.803,-29.852,199.927,26.851,0.007,0,-0.007,-1.592e-4,33.182,885.5
2.048,31.56,-31.613,195.885,27.719,0.115,0,-0.002,-3.514e-5,32.986,883.4
2.098,33.366,-33.424,192.063,26.605,0.048,-7.133e-9,0.004,-4.954e-5,32.785,881.2
2.138,34.846,-34.908,189.059,24.98,0.026,-8.469e-9,-0.005,-4.194e-5,32.621,879.5
2.188,36.734,-36.8,187.08,23.557,0.115,-1.837e-8,6.366e-4,4.639e-6,32.413,877.2
2.238,38.663,-38.735,184.753,24.713,0.011,-1.792e-8,0.006,-1.381e-4,32.2,874.9
2.288,40.636,-40.713,182.46,25.31,0.029,-1.978e-8,-0.004,-3.259e-5,31.983,872.6
2.338,42.653,-42.737,180.194,25.579,0.057,-1.724e-8,-0.001,-4.475e-6,31.761,870.2
2.388,44.716,-44.805,178.087,24.926,0.033,-1.25e-8,0.002,2.209e-6,31.536,867.8
2.438,46.822,-46.918,176.049,23.59,0.034,-1.41e-8,-0.002,1.008e-5,31.306,865.3
2.488,48.97,-49.072,173.941,22.625,0.057,-1.62e-8,0.002,-1.198e-5,31.073,862.8
2.491,49.1,-49.202,173.809,22.606,0.057,-1.62e-8,0.002,-1.424e-5,31.059,862.7
2.496,49.295,-49.399,173.51,22.576,0.057,-1.622e-8,0.003,-1.324e-5,31.037,862.4
2.502,49.589,-49.693,173.054,22.599,0.057,-1.62e-8,0.003,-1.169e-5,31.005,862.1
2.512,50.031,-50.137,172.348,22.809,0.057,-1.62e-8,0.004,-6.565e-6,30.957,861.6
2.528,50.697,-50.805,171.277,23.197,0.027,-1.638e-8,0.005,-3.013e-5,30.885,860.8
2.55,51.704,-51.815,169.659,23.823,0.024,-1.639e-8,-0.005,-8.192e-5,30.776,859.6
2.585,53.23,-53.346,167.292,24.223,0.057,-1.827e-8,-0.003,-3.764e-5,30.611,857.9
2.6,53.928,-54.046,166.238,24.233,0.057,-1.808e-8,-0.002,-2.211e-5,30.535,857.1
2.623,54.983,-55.104,160.214,23.586,0.057,-1.789e-8,3.183e-4,-2.508e-5,30.421,855.9
2.658,56.582,-56.709,151.245,22.018,0.057,-1.633e-8,0.004,-4.98e-5,30.249,854.1
2.708,58.908,-59.043,138.447,18.999,0.022,-1.628e-8,-0.005,-2.028e-5,29.999,851.5
2.758,61.269,-61.412,125.576,16.318,0.057,-1.67e-8,-0.001,3.17e-5,29.745,848.9
2.808,63.658,-63.81,112.508,15.09,0.052,-5.755e-9,0.003,-5.411e-6,29.489,846.3
2.858,66.074,-66.234,99.313,14.608,0.024,-7.356e-9,-0.004,-9.369e-5,29.23,843.6
2.908,68.516,-68.685,86.152,13.626,0.057,-8.392e-9,-9.549e-4,-1.204e-5,28.969,840.9
2.919,69.053,-69.224,83.288,13.28,0.057,-8.335e-9,-3.891e-6,-1.421e-5,28.912,840.3
2.935,69.861,-70.035,82.448,13.11,0.057,-7.953e-9,0.001,-3.686e-5,28.825,839.4
2.96,71.077,-71.256,81.215,12.645,0.049,-8.193e-9,0.003,-2.739e-5,28.696,838.1
2.997,72.912,-73.097,79.404,11.654,0.003,-9.037e-9,0.004,-1.592e-4,28.5,836.1
3.022,74.166,-74.356,78.18,10.913,0.032,-9.234e-9,-0.004,-5.126e-6,28.367,834.7
3.06,76.056,-76.254,71.614,9.487,0.057,-9.003e-9,-0.001,-1.662e-5,28.166,832.6
3.11,78.581,-78.789,62.784,8.48,0.057,-1.057e-8,0.002,-1.056e-5,27.897,829.9
3.138,80.02,-80.233,57.737,8.226,0.034,-9.672e-9,0.004,-3.123e-5,27.744,828.3
3.181,82.186,-82.408,50.894,7.962,0.004,-9.497e-9,-0.004,-4.775e-4,27.514,825.9
3.231,84.746,-84.979,42.84,7.814,0.057,-1.234e-8,-0.003,-7.495e-5,27.243,823.1
3.281,87.32,-87.563,34.882,7.066,0.057,-2.475e-8,0.001,-2.462e-5,26.97,820.3
3.3,88.326,-88.573,31.828,6.474,0.057,-2.51e-8,0.003,-1.762e-5,26.864,819.2
3.329,89.837,-90.091,24.59,4.866,0.027,-2.427e-8,0.004,-2.589e-5,26.704,817.6
3.373,92.11,-92.373,13.777,2.245,0.051,-2.236e-8,-0.004,8.707e-6,26.464,815.1
3.388,92.888,-93.154,10.075,1.411,0.057,-2.242e-8,-0.003,2.569e-6,26.382,814.3
3.41,94.055,-94.327,7.072,0.777,0.115,-2.27e-8,-9.549e-4,2.114e-5,26.258,813
3.441,95.641,-95.92,2.936,0.453,0.057,-2.384e-8,0.002,4.779e-5,26.091,811.3
3.487,98.021,-98.31,1.68,1.168,0.019,-2.185e-8,0.004,8.736e-5,25.84,808.7
3.537,100.621,-100.923,0.289,2.103,0.056,-1.988e-8,-0.003,5.508e-6,25.565,806
3.544,100.997,-101.3,0.093,2.195,0.057,-1.988e-8,-0.003,3.207e-8,25.526,805.6
3.555,101.56,-101.866,-0.699,2.187,0.057,-1.975e-8,-0.002,-4.31e-6,25.466,805
3.571,102.406,-102.715,-1.867,2.011,0.057,-1.956e-8,-7.958e-4,5.562e-6,25.377,804.2
3.595,103.675,-103.99,-3.591,1.57,0.054,-1.916e-8,7.958e-4,2.107e-5,25.244,802.8
3.609,104.383,-104.702,-4.548,1.295,0.044,-1.902e-8,0.001,3.727e-5,25.169,802.1
3.629,105.446,-105.77,-9.364,0.399,0.027,-1.934e-8,0.002,5.489e-5,25.057,801
3.66,107.041,-107.373,-16.559,1.047,0.007,-1.908e-8,-0.003,3.183e-4,24.889,799.3
3.688,108.502,-108.841,-23.138,2.361,0.037,-1.9e-8,-0.002,7.162e-5,24.736,797.8
3.73,110.691,-111.04,-25.917,3.048,0.057,-1.706e-8,3.183e-4,1.123e-4,24.506,795.5
3.778,113.183,-113.545,-29.16,3.167,0.038,-2.416e-8,0.003,1.504e-4,24.244,793
3.819,115.31,-115.682,-31.864,2.77,0.014,-2.309e-8,-0.004,3.183e-4,24.02,790.7
3.853,117.071,-117.452,-35.395,2.612,0.057,-2.18e-8,-0.002,9.586e-5,23.835,788.9
3.897,119.346,-119.739,-43.217,3.757,0.052,-2.332e-8,6.366e-4,9.946e-5,23.597,786.6
3.947,121.925,-122.331,-48.992,5.611,0.024,-2.016e-8,-0.001,1.491e-4,23.326,783.9
3.981,123.674,-124.088,-52.95,6.497,0.05,-1.923e-8,2.072e-5,1.262e-4,23.143,782.1
3.997,124.495,-124.914,-53.619,6.644,0.054,-1.931e-8,9.549e-4,1.267e-4,23.057,781.2
4.021,125.724,-126.149,-53.43,6.489,0.044,-1.838e-8,0.002,1.577e-4,22.928,780
4.057,127.563,-127.998,-53.183,5.996,0.01,-1.787e-8,0.003,6.366e-4,22.736,778
4.107,130.108,-130.557,-52.864,5.154,0.049,-1.459e-8,-0.002,1.324e-4,22.469,775.4
4.157,132.643,-133.106,-52.425,5.282,0.037,-5.395e-9,6.366e-4,1.036e-4,22.204,772.8
4.207,135.169,-135.646,-51.881,6.28,0.04,-5.989e-9,-3.183e-4,-2.26e-5,21.94,770.2
4.257,137.684,-138.175,-51.515,5.9,0.016,0,0.001,-1.15e-4,21.677,767.6
4.307,140.189,-140.694,-51.152,5.563,0.006,0,-0.002,-3.183e-4,21.415,765
4.357,142.684,-143.203,-50.807,5.151,0.034,0,-4.775e-4,-8.279e-5,21.154,762.5
4.407,145.169,-145.703,-50.414,5.124,0.031,0,0.002,-4.168e-5,20.895,760.1
4.457,147.646,-148.194,-49.974,5.483,0.001,0,-0.002,-1.592e-4,20.637,757.6
4.507,150.112,-150.675,-49.561,5.669,0.021,0,-0.002,5.165e-5,20.379,755.2
4.557,152.569,-153.146,-49.122,6.142,0.057,-5.26e-9,6.366e-4,3.61e-5,20.123,752.8
4.607,155.014,-155.607,-48.802,5.735,0.033,0,0.004,1.449e-5,19.869,750.3
4.657,157.45,-158.057,-48.511,5.165,0.011,0,-0.004,-1.326e-4,19.615,747.9
4.707,159.876,-160.499,-48.217,4.647,0.05,0,-0.002,-4.517e-5,19.362,745.5
4.757,162.294,-162.932,-47.917,4.155,0.057,-6.04e-9,0.002,-3.575e-5,19.111,743.2
4.807,164.705,-165.358,-47.44,5.009,0.012,-7.891e-9,0.005,2.293e-5,18.86,740.8
4.857,167.106,-167.775,-46.966,5.89,0.057,-7.815e-9,-0.003,1.79e-5,18.611,738.4
4.907,169.497,-170.181,-46.545,6.409,0.115,-8.254e-9,0.002,-2.028e-5,18.363,736.1
4.957,171.877,-172.577,-46.323,5.433,0.033,0,0.007,-3.619e-5,18.115,733.7
5.007,174.248,-174.963,-46.152,4.141,0.057,0,-0.005,-3.532e-5,17.869,731.4
5.057,176.61,-177.342,-45.865,3.74,0.115,-7.458e-9,3.183e-4,-1.67e-5,17.624,729.1
5.107,178.966,-179.714,-45.409,4.58,0.03,-5.65e-9,0.004,-6.282e-5,17.38,726.8
5.157,181.314,-182.078,-44.993,5.121,0.022,-6.056e-9,-0.004,3.856e-5,17.137,724.5
5.207,183.653,-184.433,-44.588,5.653,0.057,0,-0.002,1.481e-5,16.895,722.2
5.257,185.982,-186.778,-44.266,5.644,0.057,-5.539e-9,0.003,4.345e-5,16.654,720
5.307,188.301,-189.113,-44.102,4.47,0.023,-8.89e-9,-0.005,-1.792e-5,16.414,717.8
5.357,190.612,-191.441,-43.896,3.659,0.115,-7.619e-9,-0.001,-2.375e-5,16.175,715.6
5.407,192.916,-193.762,-43.535,3.998,0.057,-6.396e-9,0.004,-1.988e-5,15.937,713.4
5.457,195.213,-196.076,-43.107,4.849,0.022,0,-0.005,1.49e-6,15.701,711.3
5.507,197.501,-198.381,-42.695,5.658,0.115,0,-7.958e-4,-1.969e-5,15.465,709.2
5.557,199.78,-200.676,-42.412,5.545,0.115,5.107e-9,0.005,-3.992e-6,15.23,707
5.607,202.049,-202.962,-42.264,4.448,0.007,5.559e-9,-0.008,3.183e-4,14.996,704.9
5.657,204.309,-205.24,-42.12,3.386,0.115,1.165e-8,-0.004,3.049e-5,14.763,702.8
5.707,206.564,-207.512,-41.877,3.005,0.115,3.532e-8,0.003,9.586e-6,14.531,700.7
5.757,208.813,-209.779,-41.422,4.16,0.022,4.598e-8,0.008,1.592e-4,14.3,698.6
5.807,211.055,-212.038,-40.931,5.684,0.115,4.203e-8,-0.005,4.574e-5,14.069,696.5
5.857,213.287,-214.288,-40.664,5.548,0.115,4.678e-8,0.003,1.583e-5,13.84,694.4
5.907,215.509,-216.527,-40.553,4.277,5.613e-4,4.894e-8,0.006,0.001,13.612,692.3
5.957,217.724,-218.76,-40.425,3.206,0.115,5.295e-8,-0.003,-3.608e-5,13.385,690.3
6.007,219.932,-220.986,-40.118,3.461,0.057,4.565e-8,0.002,-2.69e-5,13.158,688.2
6.057,222.135,-223.207,-39.781,3.906,0.023,4.6e-8,0.005,1.592e-4,12.933,686.2
6.107,224.33,-225.42,-39.373,4.951,0.057,4.227e-8,-0.004,5.534e-5,12.708,684.1
6.157,226.517,-227.625,-39.064,5.308,0.115,5.149e-8,0.003,2.776e-5,12.484,682.1
6.207,228.694,-229.821,-38.921,4.443,0.033,4.455e-8,0.008,1.592e-4,12.262,680.1
6.257,230.864,-232.008,-38.828,3.299,0.057,4.588e-8,-0.006,9.767e-5,12.04,678.2
6.307,233.027,-234.191,-38.652,2.771,0.115,4.94e-8,9.25e-5,6.494e-5,11.819,676.2
6.357,235.186,-236.368,-38.33,3.238,0.057,4.759e-8,0.007,1.274e-4,11.599,674.3
6.407,237.338,-238.539,-37.863,4.842,0.057,5.298e-8,-0.006,9.409e-5,11.379,672.4
6.457,239.483,-240.702,-37.603,4.925,0.115,5.93e-8,-2.707e-5,5.419e-5,11.161,670.5
6.507,241.618,-242.856,-37.42,4.505,0.057,6.248e-8,0.005,4.191e-5,10.944,668.6
6.557,243.746,-245.003,-37.302,3.65,0.021,6.33e-8,-0.006,1.592e-4,10.727,666.7
6.607,245.867,-247.143,-37.143,3.131,0.057,6.521e-8,-0.003,4.8e-5,10.511,664.9
6.657,247.982,-249.277,-36.924,3.019,0.057,6.347e-8,0.002,5.948e-5,10.296,663
6.707,250.092,-251.406,-36.593,3.639,0.015,6.045e-8,0.005,3.183e-4,10.082,661.1
6.757,252.195,-253.529,-36.243,4.438,0.057,6.522e-8,-0.004,8.652e-5,9.869,659.3
6.807,254.291,-255.644,-35.97,4.721,0.115,6.807e-8,0.002,7.846e-5,9.656,657.4
6.857,256.378,-257.75,-35.832,4.048,0.032,6.587e-8,0.007,1.592e-4,9.445,655.6
6.907,258.458,-259.85,-35.766,2.888,0.057,6.79e-8,-0.005,7.85e-5,9.234,653.8
6.957,260.533,-261.945,-35.583,2.578,0.115,6.807e-8,0.001,6.788e-5,9.024,652
7.007,262.604,-264.035,-35.234,3.431,0.019,6.567e-8,0.006,4.775e-4,8.815,650.1
7.057,264.667,-266.118,-34.849,4.607,0.115,6.492e-8,-0.003,1.042e-4,8.606,648.3
7.107,266.723,-268.194,-34.636,4.565,0.115,6.938e-8,0.004,8.773e-5,8.399,646.5
7.157,268.771,-270.262,-34.539,3.717,0.014,7.802e-8,0.008,6.366e-4,8.192,644.7
7.207,270.813,-272.324,-34.53,2.272,0.115,7.838e-8,-0.004,5.212e-5,7.986,642.9
7.257,272.85,-274.381,-34.327,2.168,0.115,7.423e-8,0.006,7.803e-5,7.781,641.2
7.307,274.883,-276.435,-33.896,3.691,0.022,8.056e-8,-0.009,4.775e-4,7.577,639.4
7.357,276.91,-278.481,-33.532,4.843,0.115,8.257e-8,-0.003,9.035e-5,7.373,637.7
7.407,278.928,-280.52,-33.383,4.437,0.115,8.566e-8,0.006,8.259e-5,7.17,636
7.457,280.939,-282.551,-33.387,2.956,0.041,9.061e-8,-0.008,1.296e-4,6.968,634.4
7.507,282.944,-284.577,-33.3,2.195,0.115,9.966e-8,-0.002,1.833e-5,6.767,632.7
7.557,284.945,-286.598,-33.071,2.387,0.115,1.018e-7,0.006,-1.18e-5,6.566,631
7.607,286.942,-288.616,-32.668,3.862,0.057,9.686e-8,-0.007,1.733e-5,6.367,629.4
7.657,288.931,-290.626,-32.381,4.556,0.115,9.175e-8,-7.184e-5,6.624e-6,6.168,627.7
7.707,290.913,-292.629,-32.251,4.128,0.115,9.944e-8,0.008,1.943e-5,5.969,626.1
7.757,292.888,-294.625,-32.272,2.662,0.057,1.002e-7,-0.009,-1.95e-5,5.772,624.4
7.807,294.858,-296.616,-32.229,1.697,0.172,1.02e-7,-0.001,-2.383e-5,5.575,622.8
7.857,296.825,-298.604,-31.95,2.325,0.115,1.026e-7,0.008,4.919e-6,5.379,621.2
7.907,298.787,-300.587,-31.511,4.146,0.115,1.025e-7,-0.007,3.189e-5,5.183,619.5
7.957,300.742,-302.563,-31.234,4.871,0.172,1.121e-7,0.003,3.154e-5,4.989,617.9
8.007,302.689,-304.531,-31.227,3.654,0.053,1.108e-7,0.011,7.331e-5,4.795,616.3
8.057,304.629,-306.493,-31.307,1.922,0.115,1.051e-7,-0.009,4.55e-6,4.602,614.7
8.107,306.566,-308.451,-31.212,1.396,0.172,1.098e-7,0.003,2.166e-5,4.409,613.1
8.157,308.5,-310.407,-30.822,2.87,0.023,1.222e-7,0.01,3.183e-4,4.218,611.5
8.207,310.429,-312.357,-30.459,4.215,0.115,1.292e-7,-0.006,5.886e-5,4.026,609.9
8.257,312.35,-314.3,-30.205,4.88,0.172,1.301e-7,0.005,6.853e-5,3.836,608.3
8.307,314.263,-316.235,-30.277,3.193,0.017,1.256e-7,0.013,4.775e-4,3.646,606.8
8.357,316.171,-318.165,-30.393,1.317,0.172,1.309e-7,-0.007,3.164e-5,3.457,605.2
8.407,318.076,-320.092,-30.228,1.322,0.172,1.307e-7,0.006,1.521e-5,3.269,603.6
8.457,319.978,-322.016,-29.79,3.173,0.022,1.365e-7,-0.012,1.592e-4,3.082,602.1
8.507,321.874,-323.934,-29.457,4.407,0.172,1.407e-7,-0.005,3.987e-5,2.895,600.6
8.557,323.763,-325.846,-29.367,3.921,0.115,1.318e-7,0.005,5.427e-5,2.709,599.1
8.607,325.646,-327.75,-29.355,2.928,0.005,1.271e-7,0.008,7.958e-4,2.523,597.6
8.657,327.522,-329.649,-29.314,2.2,0.057,1.285e-7,-0.006,1.184e-5,2.338,596.2
8.707,329.395,-331.545,-29.241,1.666,0.115,1.249e-7,0.001,2.916e-6,2.154,594.7
8.757,331.265,-333.437,-29.005,2.197,0.057,1.197e-7,0.009,-2.276e-5,1.97,593.2
8.807,333.131,-335.325,-28.651,3.606,0.115,1.174e-7,-0.008,1.741e-5,1.788,591.8
8.857,334.991,-337.207,-28.444,4.019,0.115,1.233e-7,3.183e-4,8.497e-6,1.605,590.3
8.907,336.843,-339.082,-28.383,3.419,0.057,1.142e-7,0.008,-1.684e-5,1.424,588.9
8.957,338.69,-340.952,-28.425,2.12,0.057,1.138e-7,-0.008,-5.547e-5,1.243,587.5
9.007,340.532,-342.817,-28.364,1.548,0.115,1.15e-7,-6.366e-4,-4.485e-5,1.063,586
9.057,342.372,-344.68,-28.129,2.132,0.057,1.211e-7,0.006,-7.577e-5,0.883,584.6
9.107,344.208,-346.539,-27.803,3.377,0.057,1.218e-7,-0.006,-1.282e-5,0.704,583.2
9.157,346.038,-348.391,-27.576,3.971,0.172,1.145e-7,0.002,-5.443e-6,0.526,581.8
9.207,347.861,-350.238,-27.593,2.843,0.022,1.133e-7,0.008,-1.159e-4,0.348,580.4
9.257,349.679,-352.079,-27.576,2.005,0.057,1.133e-7,-0.006,-7.227e-5,0.171,579
9.307,351.493,-353.917,-27.532,1.333,0.172,1.062e-7,0.002,-4.015e-5,-0.005,577.6
9.357,353.305,-355.752,-27.271,2.115,0.057,1.102e-7,0.009,-9.132e-5,-0.181,576.2
9.407,355.113,-357.583,-26.939,3.436,0.115,1.1e-7,-0.007,-1.899e-5,-0.356,574.8
9.457,356.915,-359.408,-26.778,3.583,0.115,1.119e-7,4.775e-4,-1.203e-5,-0.531,573.4
9.507,358.711,-361.228,-26.708,3.109,0.057,1.08e-7,0.007,-5.12e-5,-0.705,572
9.557,360.501,-363.041,-26.714,2.135,0.048,1.061e-7,-0.008,-1.334e-4,-0.878,570.6
9.607,362.287,-364.852,-26.7,1.316,0.172,1.098e-7,-0.001,-5.098e-5,-1.051,569.2
9.657,364.071,-366.659,-26.476,1.906,0.057,1.123e-7,0.005,-6.977e-5,-1.223,567.9
9.707,365.852,-368.463,-26.23,2.649,0.025,1.126e-7,-0.007,-1.592e-4,-1.395,566.5
9.757,367.628,-370.263,-25.991,3.389,0.115,1.109e-7,-0.003,-3.355e-5,-1.565,565.2
9.807,369.397,-372.056,-25.841,3.536,0.172,1.026e-7,0.006,-2.449e-5,-1.736,563.9
9.857,371.161,-373.844,-25.86,2.509,0.012,1.055e-7,0.01,-4.775e-4,-1.906,562.6
9.907,372.92,-375.627,-25.847,1.769,0.115,1.027e-7,-0.008,-8.631e-5,-2.075,561.3
9.957,374.676,-377.407,-25.786,1.337,0.172,9.866e-8,-9.549e-4,-5.075e-5,-2.243,560
10.007,376.43,-379.185,-25.549,2.073,0.046,9.815e-8,0.004,-6.556e-5,-2.411,558.8
10.057,378.179,-380.959,-25.336,2.627,0.033,9.729e-8,-0.005,-4.749e-5,-2.578,557.5
10.107,379.924,-382.728,-25.152,3.006,0.115,9.893e-8,-0.001,3.051e-7,-2.745,556.2
10.157,381.664,-384.492,-25.067,2.711,0.051,1.022e-7,0.003,-8.252e-6,-2.911,555
10.207,383.399,-386.252,-25.046,1.989,0.046,1.028e-7,-0.003,-3.086e-5,-3.077,553.7
10.257,385.131,-388.008,-24.929,1.951,0.05,1.017e-7,-3.183e-4,-3.941e-5,-3.242,552.5
10.307,386.859,-389.76,-24.807,1.929,0.05,1.023e-7,0.003,-5.321e-5,-3.407,551.2
10.357,388.583,-391.509,-24.558,2.712,0.057,1.038e-7,-0.002,1.631e-5,-3.57,550
10.407,390.303,-393.254,-24.427,2.673,0.057,1.052e-7,7.958e-4,-1.986e-6,-3.734,548.7
10.457,392.018,-394.993,-24.251,3.007,0.115,1.046e-7,0.006,-2.839e-5,-3.897,547.5
10.507,393.728,-396.728,-24.275,1.961,0.04,1.049e-7,-0.007,-1.312e-4,-4.059,546.3
10.557,395.434,-398.459,-24.226,1.449,0.115,1.037e-7,-0.004,-5.338e-5,-4.22,545.1
10.607,397.137,-400.187,-24.117,1.303,0.115,1.056e-7,0.003,-5.682e-5,-4.382,543.8
10.657,398.838,-401.913,-23.855,2.15,0.006,1.021e-7,0.007,-6.366e-4,-4.542,542.6
10.707,400.536,-403.635,-23.592,3.05,0.115,1.019e-7,-0.004,3.511e-6,-4.702,541.4
10.757,402.227,-405.352,-23.447,3.177,0.172,9.866e-8,0.004,-1.187e-6,-4.862,540.2
10.807,403.914,-407.063,-23.405,2.633,0.057,9.648e-8,0.01,-6.747e-5,-5.021,539
