# Time (s),Position East of launch (ft),Position North of launch (ft),Vertical acceleration (ft/s²),Lateral acceleration (ft/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Air temperature (°F),Air pressure (mbar)
10.757,1319.642,-1329.895,-76.926,10.423,0.172,9.866e-8,0.004,-1.187e-6,23.248,540.2
10.807,1325.177,-1335.509,-76.788,8.638,0.057,9.648e-8,0.01,-6.747e-5,22.962,539
10.857,1330.696,-1341.109,-77.169,3.448,0.172,9.467e-8,-0.007,-4.759e-5,22.678,537.8
10.907,1336.204,-1346.703,-76.883,2.69,0.229,9.49e-8,0.002,-2.383e-5,22.393,536.6
10.957,1341.713,-1352.293,-75.974,5.853,0.05,9.384e-8,0.008,-2.013e-5,22.111,535.4
11.007,1347.205,-1357.871,-74.918,10.22,0.172,9.557e-8,-0.005,4.455e-5,21.828,534.2
11.057,1352.684,-1363.432,-74.439,10.741,0.172,9.891e-8,0.003,4.74e-5,21.547,533
11.107,1358.143,-1368.973,-74.436,7.979,0.057,9.774e-8,0.009,1.125e-4,21.267,531.8
11.157,1363.586,-1374.501,-74.554,4.541,0.115,9.95e-8,-0.008,2.451e-5,20.988,530.7
11.207,1369.022,-1380.023,-74.406,2.89,0.172,9.365e-8,-0.001,-4.703e-7,20.709,529.6
11.257,1374.452,-1385.538,-73.786,4.157,0.115,9.28e-8,0.006,5.464e-6,20.431,528.4
11.307,1379.875,-1391.043,-72.91,7.06,0.027,9.508e-8,-0.008,1.257e-4,20.154,527.3
11.357,1385.285,-1396.539,-72.073,9.915,0.172,9.244e-8,-0.004,4.835e-5,19.879,526.2
11.407,1390.679,-1402.018,-71.604,10.42,0.229,8.774e-8,0.005,4.749e-5,19.603,525.1
11.457,1396.056,-1407.477,-71.732,6.923,0.029,8.44e-8,0.01,1.592e-4,19.33,524
11.507,1401.417,-1412.923,-71.867,3.612,0.172,8.547e-8,-0.008,1.749e-5,19.058,522.9
11.557,1406.775,-1418.366,-71.719,2.116,0.229,8.779e-8,3.183e-4,7.813e-6,18.784,521.8
11.607,1412.126,-1423.802,-70.994,4.114,0.115,9.011e-8,0.008,4.743e-5,18.514,520.7
11.657,1417.47,-1429.232,-70.043,7.68,0.057,9.121e-8,-0.008,1.151e-4,18.244,519.6
11.707,1422.802,-1434.649,-69.4,9.364,0.172,9.003e-8,-0.003,5.976e-5,17.974,518.6
11.757,1428.114,-1440.049,-69.108,8.75,0.172,9.594e-8,0.004,5.925e-5,17.706,517.5
11.807,1433.415,-1445.433,-69.075,6.526,0.03,9.934e-8,0.008,1.592e-4,17.438,516.4
11.857,1438.701,-1450.807,-69.075,4.196,0.115,9.909e-8,-0.007,2.814e-5,17.172,515.3
11.907,1443.983,-1456.175,-68.93,2.871,0.172,1.007e-7,-0.001,1.329e-5,16.905,514.3
11.957,1449.255,-1461.535,-68.517,3.235,0.172,1.051e-7,0.005,2.352e-5,16.641,513.2
12.007,1454.524,-1466.89,-67.897,4.865,0.051,1.036e-7,0.009,1.005e-4,16.376,512.1
12.057,1459.783,-1472.238,-67.057,8.14,0.115,1.029e-7,-0.008,6.474e-5,16.113,511.1
12.107,1465.03,-1477.569,-66.493,9.731,0.229,1.06e-7,6.086e-6,4.961e-5,15.85,510
12.157,1470.256,-1482.884,-66.404,8.1,0.172,1.037e-7,0.007,7.482e-5,15.589,509
12.207,1475.472,-1488.186,-66.444,5.794,0.013,1.044e-7,0.01,6.366e-4,15.328,507.9
12.257,1480.676,-1493.478,-66.352,4.537,0.057,1.036e-7,-0.01,6.365e-5,15.067,506.9
12.307,1485.869,-1498.763,-66.371,2.51,0.172,1.028e-7,-0.005,4.412e-6,14.808,505.8
12.357,1491.063,-1504.042,-66.066,2.484,0.172,1.081e-7,0.002,-9.543e-7,14.551,504.8
12.407,1496.247,-1509.314,-65.472,4.177,0.057,1.075e-7,0.007,4.375e-5,14.293,503.8
12.457,1501.427,-1514.583,-64.78,6.549,0.057,1.077e-7,-0.007,9.164e-5,14.036,502.7
12.507,1506.594,-1519.839,-64.249,8.012,0.172,1.102e-7,-0.003,4.531e-5,13.78,501.7
12.557,1511.745,-1525.079,-63.858,8.652,0.229,1.117e-7,0.004,3.592e-5,13.525,500.7
12.607,1516.883,-1530.305,-63.937,6.214,0.057,1.083e-7,0.009,6.737e-5,13.271,499.6
12.657,1522.011,-1535.522,-64.022,3.894,0.115,1.083e-7,-0.008,1.293e-5,13.017,498.6
12.707,1527.133,-1540.732,-63.845,3.307,0.115,1.099e-7,-0.004,-1.857e-7,12.765,497.6
12.757,1532.244,-1545.935,-63.51,3.671,0.115,1.1e-7,-1.592e-4,1.105e-5,12.513,496.7
12.807,1537.352,-1551.132,-63.127,4.377,0.056,1.094e-7,0.002,2.279e-5,12.261,495.7
12.857,1542.451,-1556.319,-62.779,4.879,0.019,1.096e-7,0.004,1.119e-4,12.011,494.7
12.907,1547.543,-1561.499,-62.264,6.522,0.115,1.096e-7,-0.002,5.411e-5,11.763,493.8
12.957,1552.621,-1566.67,-62.054,6.214,0.057,1.102e-7,3.183e-4,5.508e-5,11.514,492.8
13.007,1557.687,-1571.827,-61.87,5.827,0.054,1.092e-7,0.003,7.601e-5,11.266,491.9
13.057,1562.746,-1576.975,-61.785,4.816,0.013,1.093e-7,-0.003,1.592e-4,11.019,490.9
13.107,1567.795,-1582.116,-61.598,4.491,0.034,1.09e-7,-0.002,5.107e-5,10.773,490
13.157,1572.835,-1587.247,-61.375,4.4,0.04,1.087e-7,-0.001,2.209e-5,10.526,489
13.207,1577.867,-1592.372,-61.263,3.57,0.115,1.084e-7,9.549e-4,1.88e-5,10.281,488.1
13.257,1582.894,-1597.487,-60.863,4.557,0.023,1.084e-7,0.003,7.913e-5,10.038,487.2
13.307,1587.913,-1602.598,-60.515,5.236,0.03,1.083e-7,-0.003,9.218e-5,9.795,486.2
13.357,1592.923,-1607.7,-60.23,5.538,0.056,1.082e-7,-0.001,5.274e-5,9.552,485.3
13.407,1597.923,-1612.789,-59.882,6.306,0.115,1.098e-7,0.001,4.816e-5,9.311,484.4
13.457,1602.91,-1617.871,-59.711,5.965,0.115,1.103e-7,0.004,5.755e-5,9.07,483.4
13.507,1607.887,-1622.94,-59.688,4.715,5.496e-4,1.095e-7,-0.001,0.005,8.829,482.5
13.557,1612.858,-1627.999,-59.626,3.773,0.057,1.095e-7,-0.005,1.402e-5,8.589,481.6
13.607,1617.818,-1633.054,-59.514,3.123,0.115,1.092e-7,-0.002,6.005e-7,8.352,480.7
13.657,1622.776,-1638.104,-59.324,2.917,0.115,1.087e-7,0.002,-1.02e-5,8.112,479.8
13.707,1627.726,-1643.146,-58.888,4.213,0.031,1.082e-7,0.004,3.363e-5,7.876,478.9
13.757,1632.671,-1648.182,-58.343,5.768,0.115,1.082e-7,-0.003,4.194e-5,7.639,478
13.807,1637.605,-1653.212,-58.064,5.348,0.057,1.076e-7,-7.958e-4,3.514e-5,7.403,477.1
13.857,1642.53,-1658.228,-57.782,5.066,0.051,1.075e-7,6.366e-4,3.772e-5,7.169,476.2
13.907,1647.444,-1663.235,-57.49,4.964,0.046,1.077e-7,0.002,4.534e-5,6.933,475.3
13.957,1652.349,-1668.235,-57.32,4.104,0.019,1.079e-7,-0.002,3.758e-5,6.701,474.4
14.007,1657.247,-1673.228,-57.08,3.743,0.045,1.082e-7,-0.002,2.593e-6,6.467,473.5
14.057,1662.139,-1678.215,-56.808,3.625,0.052,1.077e-7,-3.183e-4,-1.475e-6,6.235,472.6
14.107,1667.028,-1683.192,-56.486,3.829,0.032,1.074e-7,7.958e-4,1.04e-5,6.004,471.7
14.157,1671.906,-1688.166,-56.099,4.495,0.027,1.072e-7,-9.549e-4,4.458e-5,5.774,470.8
14.207,1676.775,-1693.13,-55.659,5.604,0.115,1.065e-7,9.549e-4,2.761e-5,5.544,469.9
14.257,1681.637,-1698.087,-55.384,5.689,0.115,1.051e-7,0.004,3.78e-5,5.313,469.1
14.307,1686.486,-1703.031,-55.43,3.766,0.027,1.056e-7,-0.006,-9.877e-6,5.085,468.2
14.357,1691.332,-1707.969,-55.292,3.077,0.057,1.058e-7,-0.004,-1.353e-5,4.858,467.3
14.407,1696.171,-1712.904,-55.112,2.667,0.115,1.052e-7,-0.002,-1.639e-5,4.631,466.4
14.457,1701.004,-1717.831,-54.879,2.566,0.115,1.057e-7,0.001,-2.015e-5,4.404,465.6
14.507,1705.833,-1722.756,-54.58,2.828,0.115,1.06e-7,0.004,-8.558e-6,4.177,464.8
14.557,1710.656,-1727.677,-54.229,3.396,0.042,1.067e-7,0.006,3.611e-5,3.952,463.9
14.607,1715.472,-1732.589,-53.74,4.925,0.115,1.068e-7,-0.005,3.341e-5,3.727,463.1
14.657,1720.282,-1737.493,-53.33,6.05,0.229,1.078e-7,-0.002,1.961e-5,3.504,462.3
14.707,1725.082,-1742.388,-53.061,6.368,0.229,1.095e-7,0.004,2.437e-5,3.281,461.5
14.757,1729.869,-1747.27,-53.054,5.026,0.115,1.096e-7,0.008,2.193e-5,3.058,460.7
14.807,1734.646,-1752.146,-53.163,3.097,0.057,1.092e-7,-0.008,-3.907e-5,2.836,459.9
14.857,1739.419,-1757.014,-53.156,1.942,0.172,1.074e-7,-0.006,-2.118e-5,2.615,459.1
14.907,1744.186,-1761.88,-53.143,0.797,0.286,1.077e-7,-0.001,-2.667e-5,2.395,458.3
14.957,1748.957,-1766.745,-52.966,0.538,0.286,1.076e-7,0.005,-3.38e-5,2.176,457.4
15.007,1753.72,-1771.608,-52.507,1.923,0.172,1.076e-7,0.01,-2.696e-5,1.956,456.6
15.057,1758.484,-1776.467,-51.841,4.682,0.115,1.078e-7,-0.011,-1.727e-6,1.738,455.9
15.107,1763.238,-1781.319,-51.322,6.677,0.286,1.069e-7,-0.006,1.307e-5,1.521,455.1
15.157,1767.979,-1786.158,-51.093,6.896,0.344,1.071e-7,7.958e-4,1.956e-5,1.303,454.3
15.207,1772.71,-1790.984,-50.978,6.421,0.286,1.068e-7,0.007,1.915e-5,1.087,453.5
15.257,1777.431,-1795.804,-51.024,5.03,0.172,1.068e-7,0.012,3.328e-5,0.871,452.7
15.307,1782.139,-1800.61,-51.175,3.094,0.034,1.072e-7,-0.014,6.35e-5,0.655,451.9
15.357,1786.844,-1805.413,-51.407,0.784,0.286,1.066e-7,-0.01,-1.418e-5,0.441,451.1
15.407,1791.549,-1810.213,-51.273,0.656,0.286,1.061e-7,-0.005,-7.179e-6,0.226,450.3
15.457,1796.25,-1815.013,-51.01,1.171,0.229,1.054e-7,3.183e-4,-4.429e-6,0.014,449.6
15.507,1800.948,-1819.813,-50.653,2.172,0.115,1.051e-7,0.004,8.987e-6,-0.2,448.8
15.557,1805.643,-1824.606,-50.256,3.412,0.004,1.053e-7,-0.005,6.366e-4,-0.411,448
15.607,1810.335,-1829.393,-50.026,3.668,0.037,1.052e-7,-0.005,1.089e-4,-0.623,447.2
15.657,1815.016,-1834.177,-49.715,4.485,0.115,1.054e-7,-0.003,4.693e-5,-0.834,446.5
15.707,1819.692,-1838.95,-49.491,4.797,0.172,1.068e-7,-4.775e-4,4.208e-5,-1.044,445.7
15.757,1824.357,-1843.714,-49.173,5.784,0.286,1.08e-7,0.004,4.958e-5,-1.253,444.9
15.807,1829.016,-1848.471,-49.088,5.351,0.229,1.082e-7,0.009,6.092e-5,-1.462,444.2
15.857,1833.661,-1853.219,-49.114,4.337,0.115,1.096e-7,0.012,1.102e-4,-1.671,443.4
15.907,1838.301,-1857.956,-49.291,2.52,0.057,1.097e-7,-0.012,9.546e-5,-1.878,442.6
15.957,1842.936,-1862.69,-49.406,1.132,0.229,1.089e-7,-0.009,1.609e-5,-2.085,441.9
16.007,1847.566,-1867.421,-49.449,0.151,0.344,1.096e-7,-0.004,-3.081e-6,-2.292,441.1
16.057,1852.198,-1872.156,-49.406,0.489,0.401,1.06e-7,0.003,-2.898e-6,-2.497,440.4
16.107,1856.831,-1876.886,-48.967,0.984,0.229,1.057e-7,0.009,6.029e-6,-2.702,439.6
16.157,1861.463,-1881.617,-48.442,2.94,0.023,1.06e-7,0.011,3.183e-4,-2.907,438.9
16.207,1866.089,-1886.345,-48.091,3.983,0.115,1.056e-7,-0.011,8.367e-5,-3.111,438.1
16.257,1870.705,-1891.063,-47.703,5.338,0.286,1.07e-7,-0.007,4.394e-5,-3.314,437.4
16.307,1875.315,-1895.774,-47.507,5.604,0.286,1.054e-7,-0.003,3.675e-5,-3.518,436.7
16.357,1879.915,-1900.472,-47.369,5.591,0.286,1.06e-7,0.003,3.392e-5,-3.719,435.9
16.407,1884.505,-1905.164,-47.448,4.285,0.172,1.065e-7,0.007,3.934e-5,-3.921,435.2
16.457,1889.085,-1909.846,-47.434,3.622,0.057,1.055e-7,0.009,6.24e-5,-4.122,434.5
16.507,1893.658,-1914.524,-47.425,2.989,0.005,1.055e-7,0.01,7.958e-4,-4.322,433.8
16.557,1898.228,-1919.196,-47.539,1.663,0.172,1.058e-7,-0.008,-2.279e-7,-4.522,433.1
16.607,1902.795,-1923.865,-47.526,1.083,0.229,1.071e-7,-0.005,-7.959e-6,-4.722,432.4
16.657,1907.362,-1928.53,-47.497,0.545,0.286,1.082e-7,-9.549e-4,-9.438e-6,-4.92,431.7
16.707,1911.926,-1933.196,-47.369,0.479,0.286,1.081e-7,0.004,-1.012e-5,-5.118,431.1
16.757,1916.486,-1937.861,-47.021,1.601,0.172,1.075e-7,0.008,-1.489e-6,-5.316,430.4
16.807,1921.047,-1942.523,-46.608,3.107,0.037,1.077e-7,-0.009,1.085e-4,-5.512,429.7
16.857,1925.6,-1947.178,-46.227,4.518,0.229,1.078e-7,-0.007,4.423e-5,-5.708,429
16.907,1930.148,-1951.827,-46.033,4.888,0.286,1.085e-7,-0.003,4.296e-5,-5.904,428.3
16.957,1934.685,-1956.467,-45.896,4.961,0.286,1.087e-7,0.002,4.48e-5,-6.099,427.6
17.007,1939.213,-1961.099,-45.879,4.357,0.229,1.079e-7,0.006,5.192e-5,-6.293,427
17.057,1943.734,-1965.722,-45.853,3.842,0.172,1.079e-7,0.008,6.497e-5,-6.488,426.3
17.107,1948.248,-1970.341,-45.971,2.559,0.02,1.081e-7,-0.009,3.183e-4,-6.68,425.6
17.157,1952.756,-1974.954,-46.132,1.089,0.229,1.079e-7,-0.008,2.962e-7,-6.873,425
17.207,1957.264,-1979.564,-46.093,0.728,0.286,1.066e-7,-0.004,-7.137e-6,-7.065,424.3
17.257,1961.768,-1984.173,-46.115,0.039,0.344,1.081e-7,6.366e-4,-1.05e-5,-7.258,423.6
17.307,1966.276,-1988.783,-45.961,0.141,0.344,1.077e-7,0.006,-9.51e-6,-7.449,423
17.357,1970.781,-1993.392,-45.728,0.673,0.286,1.069e-7,0.01,2.252e-7,-7.638,422.3
17.407,1975.285,-1998.002,-45.262,2.52,0.005,1.069e-7,0.012,0.001,-7.829,421.6
17.457,1979.783,-2002.605,-44.76,4.708,0.286,1.075e-7,-0.01,5.344e-5,-8.018,421
17.507,1984.275,-2007.201,-44.364,6.421,0.573,1.097e-7,-0.004,4.479e-5,-8.207,420.3
17.557,1988.757,-2011.785,-44.262,6.375,0.573,1.128e-7,0.004,4.475e-5,-8.396,419.7
17.607,1993.225,-2016.358,-44.301,5.515,0.458,1.106e-7,0.011,5.286e-5,-8.583,419
17.657,1997.684,-2020.922,-44.419,4.242,0.229,1.124e-7,0.015,7.25e-5,-8.77,418.4
17.707,2002.136,-2025.479,-44.554,2.992,0.057,1.13e-7,0.017,1.592e-4,-8.955,417.7
17.757,2006.581,-2030.03,-44.757,1.473,0.172,1.133e-7,-0.017,3.158e-5,-9.143,417.1
17.807,2011.024,-2034.58,-45.115,0.761,0.458,1.128e-7,-0.012,-3.548e-6,-9.328,416.4
17.857,2015.469,-2039.131,-45.197,1.594,0.63,1.132e-7,-0.005,-9.333e-6,-9.512,415.8
17.907,2019.915,-2043.681,-45.118,1.703,0.63,1.099e-7,0.003,-9.618e-6,-9.697,415.1
17.957,2024.367,-2048.238,-44.8,0.741,0.458,1.092e-7,0.01,-8.432e-6,-9.881,414.5
18.007,2028.816,-2052.795,-44.301,1.148,0.172,1.091e-7,0.015,1.881e-5,-10.062,413.9
18.057,2033.264,-2057.349,-43.74,3.494,0.172,1.094e-7,-0.015,8.973e-5,-10.246,413.2
18.107,2037.707,-2061.9,-43.261,5.587,0.516,1.094e-7,-0.011,5.171e-5,-10.428,412.6
18.157,2042.142,-2066.437,-43.028,6.358,0.63,1.081e-7,-0.004,5.015e-5,-10.61,412
18.207,2046.562,-2070.968,-42.972,6.122,0.573,1.105e-7,0.004,5.346e-5,-10.79,411.3
18.257,2050.974,-2075.486,-43.084,4.918,0.401,1.116e-7,0.01,6.121e-5,-10.97,410.7
18.307,2055.377,-2079.993,-43.222,3.661,0.229,1.108e-7,0.014,8.843e-5,-11.15,410.1
18.357,2059.774,-2084.495,-43.468,1.916,0.057,1.11e-7,-0.015,1.576e-4,-11.33,409.5
18.407,2064.163,-2088.996,-43.648,0.6,0.286,1.115e-7,-0.012,1.357e-5,-11.508,408.8
18.457,2068.556,-2093.494,-43.622,0.374,0.344,1.114e-7,-0.009,-3.126e-6,-11.686,408.2
18.507,2072.946,-2097.992,-43.56,0.289,0.344,1.104e-7,-0.005,-1.228e-5,-11.864,407.6
18.557,2077.336,-2102.487,-43.533,0.036,0.401,1.094e-7,-6.366e-4,-1.311e-5,-12.041,407
18.607,2081.726,-2106.985,-43.527,0.469,0.458,1.092e-7,0.005,-1.49e-5,-12.217,406.4
18.657,2086.115,-2111.483,-43.163,0.83,0.229,1.088e-7,0.009,-8.036e-8,-12.393,405.8
18.707,2090.505,-2115.981,-42.854,1.867,0.057,1.095e-7,0.011,7.299e-5,-12.57,405.3
18.757,2094.888,-2120.472,-42.543,2.969,0.115,1.094e-7,-0.01,8.551e-5,-12.744,404.7
18.807,2099.268,-2124.961,-42.198,4.314,0.344,1.101e-7,-0.007,5.36e-5,-12.919,404.1
18.857,2103.642,-2129.442,-41.903,5.466,0.573,1.087e-7,-0.002,4.954e-5,-13.092,403.5
18.907,2108.005,-2133.914,-41.877,5.131,0.516,1.102e-7,0.004,4.827e-5,-13.266,403
18.957,2112.359,-2138.376,-41.883,4.662,0.458,1.093e-7,0.009,5.644e-5,-13.439,402.4
19.007,2116.703,-2142.828,-41.982,3.714,0.286,1.094e-7,0.013,7.195e-5,-13.61,401.8
19.057,2121.043,-2147.277,-42.119,2.618,0.057,1.1e-7,0.015,1.592e-4,-13.783,401.2
19.107,2125.377,-2151.719,-42.375,1.007,0.229,1.099e-7,-0.014,1.811e-5,-13.954,400.7
19.157,2129.708,-2156.161,-42.497,0.128,0.401,1.094e-7,-0.011,-6.01e-6,-14.125,400.1
19.207,2134.039,-2160.604,-42.47,0.069,0.401,1.095e-7,-0.007,-1.244e-5,-14.294,399.6
19.257,2138.373,-2165.043,-42.49,0.492,0.516,1.1e-7,-0.002,-1.419e-5,-14.463,399
19.307,2142.703,-2169.485,-42.365,0.299,0.458,1.1e-7,0.003,-9.934e-6,-14.633,398.4
19.357,2147.037,-2173.927,-42.07,0.659,0.286,1.108e-7,0.007,1.083e-6,-14.802,397.9
19.407,2151.368,-2178.369,-41.765,1.69,0.115,1.105e-7,0.009,7.49e-5,-14.969,397.3
19.457,2155.699,-2182.808,-41.417,2.966,0.172,1.104e-7,-0.008,9.549e-5,-15.137,396.8
19.507,2160.023,-2187.241,-41.207,3.612,0.286,1.105e-7,-0.006,6.778e-5,-15.304,396.2
19.557,2164.337,-2191.67,-40.968,4.439,0.458,1.112e-7,-0.002,6.043e-5,-15.471,395.7
19.607,2168.648,-2196.089,-40.958,4.078,0.401,1.115e-7,0.002,6.288e-5,-15.637,395.1
19.657,2172.949,-2200.502,-40.951,3.734,0.344,1.111e-7,0.005,7.046e-5,-15.803,394.6
19.707,2177.244,-2204.905,-41.056,2.838,0.172,1.108e-7,0.008,1.044e-4,-15.966,394
19.757,2181.535,-2209.308,-41.093,2.329,0.057,1.111e-7,0.009,1.592e-4,-16.132,393.5
19.807,2185.82,-2213.704,-41.129,1.834,0.042,1.111e-7,-0.009,1.592e-4,-16.296,392.9
19.857,2190.105,-2218.097,-41.125,1.555,0.115,1.113e-7,-0.008,4.493e-5,-16.458,392.4
19.907,2194.383,-2222.49,-41.201,0.896,0.229,1.113e-7,-0.007,1.243e-6,-16.622,391.9
19.957,2198.661,-2226.877,-41.289,0.187,0.401,1.114e-7,-0.004,-4.829e-6,-16.784,391.3
20.007,2202.94,-2231.266,-41.171,0.404,0.344,1.113e-7,-4.775e-4,-1.037e-5,-16.946,390.8
20.057,2207.218,-2235.656,-41.138,0.21,0.344,1.112e-7,0.003,-1.403e-5,-17.108,390.3
20.107,2211.493,-2240.043,-40.945,0.728,0.286,1.113e-7,0.006,-6.474e-6,-17.268,389.7
20.157,2215.768,-2244.429,-40.696,1.529,0.115,1.113e-7,0.007,4.545e-5,-17.428,389.2
20.207,2220.043,-2248.816,-40.486,2.142,0.044,1.113e-7,-0.008,1.592e-4,-17.588,388.7
20.257,2224.311,-2253.196,-40.315,2.598,0.172,1.115e-7,-0.007,7.256e-5,-17.747,388.1
20.307,2228.573,-2257.572,-40.164,2.979,0.229,1.114e-7,-0.005,5.437e-5,-17.905,387.6
20.357,2232.835,-2261.942,-40.085,3.018,0.229,1.119e-7,-0.003,4.773e-5,-18.063,387.1
20.407,2237.087,-2266.306,-39.948,3.366,0.344,1.12e-7,-3.183e-4,4.429e-5,-18.222,386.6
20.457,2241.332,-2270.666,-39.941,3.068,0.286,1.114e-7,0.002,4.506e-5,-18.378,386.1
20.507,2245.574,-2275.02,-39.869,3.104,0.286,1.113e-7,0.005,4.665e-5,-18.535,385.5
20.557,2249.813,-2279.37,-39.931,2.49,0.172,1.113e-7,0.007,6.096e-5,-18.692,385
20.607,2254.042,-2283.714,-39.961,2.057,0.055,1.114e-7,0.007,9.86e-5,-18.848,384.5
20.657,2258.271,-2288.054,-40.072,1.23,0.115,1.114e-7,-0.007,-2.106e-7,-19.003,384
20.707,2262.497,-2292.395,-40.033,1.152,0.172,1.115e-7,-0.006,-1.787e-5,-19.158,383.5
20.757,2266.722,-2296.732,-40.007,1.001,0.172,1.116e-7,-0.004,-2.597e-5,-19.311,383
20.807,2270.945,-2301.066,-39.944,1.02,0.172,1.119e-7,-0.003,-3.47e-5,-19.466,382.5
20.857,2275.164,-2305.4,-39.859,1.132,0.172,1.12e-7,-0.002,-4.367e-5,-19.619,382
20.907,2279.38,-2309.731,-39.767,1.266,0.115,1.118e-7,-4.775e-4,-4.45e-5,-19.772,381.4
20.957,2283.596,-2314.062,-39.636,1.591,0.046,1.118e-7,1.592e-4,-4.154e-5,-19.923,380.9
21.007,2287.808,-2318.386,-39.57,1.588,0.043,1.118e-7,4.775e-4,-4.315e-5,-20.076,380.4
21.057,2292.021,-2322.71,-39.514,1.565,0.046,1.118e-7,9.549e-4,-4.985e-5,-20.227,379.9
21.107,2296.227,-2327.031,-39.367,1.962,0.054,1.118e-7,-7.958e-4,6.126e-5,-20.376,379.5
21.157,2300.43,-2331.348,-39.301,1.985,0.057,1.118e-7,-4.775e-4,5.847e-5,-20.528,379
21.207,2304.629,-2335.663,-39.131,2.497,0.172,1.117e-7,6.366e-4,5.855e-5,-20.677,378.5
21.257,2308.825,-2339.974,-39.049,2.612,0.229,1.115e-7,0.002,5.894e-5,-20.826,378.1
21.307,2313.018,-2344.278,-38.953,2.792,0.286,1.112e-7,0.004,5.86e-5,-20.974,377.6
21.357,2317.205,-2348.579,-38.986,2.385,0.172,1.11e-7,0.006,7.074e-5,-21.123,377.1
21.407,2321.385,-2352.877,-38.99,2.119,0.115,1.109e-7,0.007,8.504e-5,-21.271,376.7
21.457,2325.564,-2357.169,-39.045,1.627,0.019,1.109e-7,-0.007,1.592e-4,-21.419,376.2
21.507,2329.738,-2361.457,-39.075,1.27,0.115,1.109e-7,-0.007,-2.005e-6,-21.564,375.7
21.557,2333.911,-2365.745,-39.121,0.85,0.229,1.108e-7,-0.005,-1.73e-5,-21.712,375.3
21.607,2338.081,-2370.033,-39.104,0.686,0.286,1.11e-7,-0.004,-2.381e-5,-21.858,374.8
21.657,2342.251,-2374.318,-38.94,1.175,0.115,1.113e-7,-0.002,-3.958e-5,-22.002,374.4
21.707,2346.417,-2378.599,-38.927,0.994,0.172,1.111e-7,-0.001,-3.858e-5,-22.148,373.9
21.757,2350.584,-2382.881,-38.927,0.748,0.229,1.111e-7,4.775e-4,-3.958e-5,-22.292,373.5
21.807,2354.751,-2387.162,-38.934,0.466,0.344,1.113e-7,0.002,-4.374e-5,-22.436,373
21.857,2358.914,-2391.44,-38.802,0.761,0.229,1.112e-7,0.004,-4.324e-5,-22.578,372.6
21.907,2363.074,-2395.719,-38.734,0.791,0.229,1.113e-7,0.006,-5.329e-5,-22.722,372.1
21.957,2367.234,-2399.993,-38.556,1.306,0.057,1.111e-7,0.007,-7.315e-5,-22.864,371.7
22.007,2371.394,-2404.268,-38.33,2.06,0.115,1.11e-7,-0.007,3.699e-5,-23.006,371.2
22.057,2375.548,-2408.54,-38.094,2.9,0.401,1.11e-7,-0.005,4.81e-5,-23.147,370.8
22.107,2379.698,-2412.805,-37.966,3.241,0.458,1.114e-7,-0.002,4.919e-5,-23.289,370.3
22.157,2383.842,-2417.064,-37.789,3.842,0.63,1.118e-7,0.001,5.048e-5,-23.429,369.9
22.207,2387.979,-2421.319,-37.674,4.137,0.745,1.119e-7,0.006,5.227e-5,-23.568,369.5
22.257,2392.11,-2425.564,-37.723,3.675,0.63,1.114e-7,0.011,5.386e-5,-23.708,369
22.307,2396.23,-2429.803,-37.815,3.035,0.458,1.11e-7,0.014,5.994e-5,-23.847,368.6
22.357,2400.348,-2434.039,-37.963,2.172,0.172,1.11e-7,0.016,8.346e-5,-23.985,368.1
22.407,2404.462,-2438.268,-38.074,1.535,0.007,1.111e-7,-0.016,7.958e-4,-24.124,367.7
22.457,2408.573,-2442.497,-38.245,0.666,0.286,1.11e-7,-0.015,-2.198e-5,-24.261,367.3
22.507,2412.684,-2446.726,-38.432,0.223,0.516,1.111e-7,-0.013,-3.218e-5,-24.398,366.8
22.557,2416.795,-2450.951,-38.497,0.614,0.688,1.112e-7,-0.009,-3.532e-5,-24.534,366.4
22.607,2420.906,-2455.18,-38.471,0.653,0.688,1.111e-7,-0.005,-3.957e-5,-24.671,366
22.657,2425.016,-2459.409,-38.501,0.958,0.745,1.108e-7,-6.366e-4,-3.904e-5,-24.806,365.6
22.707,2429.131,-2463.642,-38.445,0.945,0.745,1.103e-7,0.004,-4.055e-5,-24.941,365.1
22.757,2433.245,-2467.874,-38.304,0.64,0.688,1.105e-7,0.008,-3.937e-5,-25.076,364.7
22.807,2437.362,-2472.106,-38.107,0.118,0.516,1.109e-7,0.012,-3.92e-5,-25.211,364.3
22.857,2441.48,-2476.342,-37.766,0.997,0.172,1.108e-7,0.014,-1.845e-5,-25.344,363.9
22.907,2445.594,-2480.574,-37.457,2.051,0.172,1.107e-7,-0.014,7.151e-5,-25.478,363.5
22.957,2449.705,-2484.803,-37.224,2.825,0.458,1.105e-7,-0.012,5.583e-5,-25.611,363
23.007,2453.809,-2489.026,-37.018,3.52,0.688,1.108e-7,-0.009,5.091e-5,-25.742,362.6
23.057,2457.91,-2493.245,-36.873,3.963,0.802,1.112e-7,-0.004,5.012e-5,-25.875,362.2
23.107,2462.001,-2497.457,-36.844,3.891,0.802,1.112e-7,4.775e-4,5.101e-5,-26.007,361.8
23.157,2466.089,-2501.66,-36.9,3.428,0.688,1.112e-7,0.005,5.531e-5,-26.136,361.4
